filename,cate,rules,description,problem_cnt,FP,XML_Path
UnusedAssignment12.java,bestpractices,UnusedAssignment,#408 assert statements causing ,0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/UnusedAssignment.xml
UnusedAssignment13.java,bestpractices,UnusedAssignment,#1905 [java] dataflowanomalyanalysis rule in right order : case 1. du-anomaly(b),1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/UnusedAssignment.xml
UnusedAssignment14.java,bestpractices,UnusedAssignment,for loop,0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/UnusedAssignment.xml
UnusedAssignment15.java,bestpractices,UnusedAssignment,for loop 2,2,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/UnusedAssignment.xml
UnusedAssignment16.java,bestpractices,UnusedAssignment,for loop 3,0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/UnusedAssignment.xml
UnusedAssignment17.java,bestpractices,UnusedAssignment,for loop 4,0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/UnusedAssignment.xml
UnusedAssignment18.java,bestpractices,UnusedAssignment,foreach,1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/UnusedAssignment.xml
UnusedAssignment19.java,bestpractices,UnusedAssignment,foreach unused,2,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/UnusedAssignment.xml
UnusedAssignment20.java,bestpractices,UnusedAssignment,while loop 1,0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/UnusedAssignment.xml
UnusedAssignment21.java,bestpractices,UnusedAssignment,while loop 2,2,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/UnusedAssignment.xml
UnusedAssignment22.java,bestpractices,UnusedAssignment,while loop with break,1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/UnusedAssignment.xml
UnusedAssignment23.java,bestpractices,UnusedAssignment,while loop without break (control case),1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/UnusedAssignment.xml
UnusedAssignment24.java,bestpractices,UnusedAssignment,while loop without break 2 (control case),1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/UnusedAssignment.xml
UnusedAssignment25.java,bestpractices,UnusedAssignment,while loop without break 2 (control case),1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/UnusedAssignment.xml
UnusedAssignment26.java,bestpractices,UnusedAssignment,while loop with named break 2,0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/UnusedAssignment.xml
UnusedAssignment27.java,bestpractices,UnusedAssignment,while loop with continue,0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/UnusedAssignment.xml
UnusedAssignment28.java,bestpractices,UnusedAssignment,while loop with continue 2,0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/UnusedAssignment.xml
UnusedAssignment29.java,bestpractices,UnusedAssignment,while loop with break (control for continue test above),1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/UnusedAssignment.xml
UnusedAssignment30.java,bestpractices,UnusedAssignment,do while 0,0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/UnusedAssignment.xml
UnusedAssignment31.java,bestpractices,UnusedAssignment,do while 1,1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/UnusedAssignment.xml
UnusedAssignment32.java,bestpractices,UnusedAssignment,do while with break,2,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/UnusedAssignment.xml
UnusedAssignment33.java,bestpractices,UnusedAssignment,do while with continue,0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/UnusedAssignment.xml
UnusedAssignment34.java,bestpractices,UnusedAssignment,switch statement 0,4,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/UnusedAssignment.xml
UnusedAssignment35.java,bestpractices,UnusedAssignment,switch statement 1,0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/UnusedAssignment.xml
UnusedAssignment36.java,bestpractices,UnusedAssignment,switch statement 2,0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/UnusedAssignment.xml
UnusedAssignment37.java,bestpractices,UnusedAssignment,switch fallthrough,1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/UnusedAssignment.xml
UnusedAssignment38.java,bestpractices,UnusedAssignment,switch fallthrough 2,1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/UnusedAssignment.xml
UnusedAssignment39.java,bestpractices,UnusedAssignment,switch non-fallthrough,0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/UnusedAssignment.xml
UnusedAssignment40.java,bestpractices,UnusedAssignment,switch non-fallthrough blocks,1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/UnusedAssignment.xml
UnusedAssignment41.java,bestpractices,UnusedAssignment,switch expr non-fallthrough,4,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/UnusedAssignment.xml
UnusedAssignment42.java,bestpractices,UnusedAssignment,switch expr with yield,4,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/UnusedAssignment.xml
UnusedAssignment43.java,bestpractices,UnusedAssignment,usage as lhs of method,1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/UnusedAssignment.xml
UnusedAssignment44.java,bestpractices,UnusedAssignment,assignment in operand,1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/UnusedAssignment.xml
UnusedAssignment45.java,bestpractices,UnusedAssignment,assignment in operand 2,1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/UnusedAssignment.xml
UnusedAssignment46.java,bestpractices,UnusedAssignment,assignment in operand 3,0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/UnusedAssignment.xml
UnusedAssignment47.java,bestpractices,UnusedAssignment,assignment in operand 4,3,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/UnusedAssignment.xml
UnusedAssignment48.java,bestpractices,UnusedAssignment,#1749 dd false positive in dataflowanomalyanalysis,1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/UnusedAssignment.xml
UnusedAssignment49.java,bestpractices,UnusedAssignment,compound assignment,1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/UnusedAssignment.xml
UnusedAssignment50.java,bestpractices,UnusedAssignment,another case,2,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/UnusedAssignment.xml
UnusedAssignment51.java,bestpractices,UnusedAssignment,var usage in lambda (#1304),0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/UnusedAssignment.xml
UnusedAssignment52.java,bestpractices,UnusedAssignment,try/catch,1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/UnusedAssignment.xml
UnusedAssignment53.java,bestpractices,UnusedAssignment,try with several catches,0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/UnusedAssignment.xml
UnusedAssignment54.java,bestpractices,UnusedAssignment,try with resources: resources should be used,0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/UnusedAssignment.xml
UnusedAssignment55.java,bestpractices,UnusedAssignment,definitions in try block reach catch blocks through method calls,2,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/UnusedAssignment.xml
UnusedAssignment56.java,bestpractices,UnusedAssignment,definitions in try block reach catch blocks through method calls 2,1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/UnusedAssignment.xml
UnusedAssignment57.java,bestpractices,UnusedAssignment,definitions in try block reach catch blocks through method calls 3,1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/UnusedAssignment.xml
UnusedAssignment58.java,bestpractices,UnusedAssignment,try/catch finally,0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/UnusedAssignment.xml
UnusedAssignment59.java,bestpractices,UnusedAssignment,try/catch finally 3,1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/UnusedAssignment.xml
UnusedAssignment60.java,bestpractices,UnusedAssignment,try/catch finally 4,3,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/UnusedAssignment.xml
UnusedAssignment61.java,bestpractices,UnusedAssignment,nested finally,4,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/UnusedAssignment.xml
UnusedAssignment62.java,bestpractices,UnusedAssignment,try/catch finally in loop,0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/UnusedAssignment.xml
UnusedAssignment63.java,bestpractices,UnusedAssignment,abstract method npe,0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/UnusedAssignment.xml
UnusedAssignment64.java,bestpractices,UnusedAssignment,fp in finally,0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/UnusedAssignment.xml
UnusedAssignment65.java,bestpractices,UnusedAssignment,lambda captured var use,0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/UnusedAssignment.xml
UnusedAssignment66.java,bestpractices,UnusedAssignment,lambda assignment,2,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/UnusedAssignment.xml
UnusedAssignment67.java,bestpractices,UnusedAssignment,lambda returns 2,2,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/UnusedAssignment.xml
UnusedAssignment68.java,bestpractices,UnusedAssignment,fp in try,0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/UnusedAssignment.xml
UnusedAssignment69.java,bestpractices,UnusedAssignment,field initializers 0,0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/UnusedAssignment.xml
UnusedAssignment70.java,bestpractices,UnusedAssignment,field initializers 1,1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/UnusedAssignment.xml
UnusedAssignment71.java,bestpractices,UnusedAssignment,field initializers 1,1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/UnusedAssignment.xml
UnusedAssignment72.java,bestpractices,UnusedAssignment,field initializers and ctor,1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/UnusedAssignment.xml
UnusedAssignment73.java,bestpractices,UnusedAssignment,field initializers and ctor with this,1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/UnusedAssignment.xml
UnusedAssignment74.java,bestpractices,UnusedAssignment,"field initializers and ctor with this, shadowing",1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/UnusedAssignment.xml
UnusedAssignment75.java,bestpractices,UnusedAssignment,"field initializers and ctor with this, field access",0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/UnusedAssignment.xml
UnusedAssignment76.java,bestpractices,UnusedAssignment,field initializers and ctor,2,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/UnusedAssignment.xml
UnusedAssignment77.java,bestpractices,UnusedAssignment,static initializer,0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/UnusedAssignment.xml
UnusedAssignment78.java,bestpractices,UnusedAssignment,fp with anonymous classes on the way,0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/UnusedAssignment.xml
UnusedAssignment79.java,bestpractices,UnusedAssignment,fp with array access 0,0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/UnusedAssignment.xml
UnusedAssignment80.java,bestpractices,UnusedAssignment,fp with array access 1,1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/UnusedAssignment.xml
UnusedAssignment81.java,bestpractices,UnusedAssignment,fp with long field access,0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/UnusedAssignment.xml
UnusedAssignment82.java,bestpractices,UnusedAssignment,fp with long access 2,1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/UnusedAssignment.xml
UnusedAssignment83.java,bestpractices,UnusedAssignment,fp with long access 3,1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/UnusedAssignment.xml
UnusedAssignment84.java,bestpractices,UnusedAssignment,fn with casts,1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/UnusedAssignment.xml
UnusedAssignment85.java,bestpractices,UnusedAssignment,suppresswarnings test (local),0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/UnusedAssignment.xml
UnusedAssignment86.java,bestpractices,UnusedAssignment,suppresswarnings test (method),0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/UnusedAssignment.xml
UnusedAssignment87.java,bestpractices,UnusedAssignment,suppresswarnings test (class),0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/UnusedAssignment.xml
UnusedAssignment88.java,bestpractices,UnusedAssignment,post-increment behavior,1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/UnusedAssignment.xml
UnusedAssignment89.java,bestpractices,UnusedAssignment,post-increment behavior 2,1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/UnusedAssignment.xml
UnusedAssignment90.java,bestpractices,UnusedAssignment,pre-increment behavior,1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/UnusedAssignment.xml
UnusedAssignment91.java,bestpractices,UnusedAssignment,pre-increment behavior,1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/UnusedAssignment.xml
UnusedAssignment92.java,bestpractices,UnusedAssignment,pre-increment behavior 2,0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/UnusedAssignment.xml
UnusedAssignment93.java,bestpractices,UnusedAssignment,pre-increment behavior 2,1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/UnusedAssignment.xml
UnusedAssignment94.java,bestpractices,UnusedAssignment,pre-increment behavior 2,1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/UnusedAssignment.xml
UnusedAssignment95.java,bestpractices,UnusedAssignment,test local class,2,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/UnusedAssignment.xml
UnusedAssignment96.java,bestpractices,UnusedAssignment,test anonymous class,3,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/UnusedAssignment.xml
UnusedAssignment97.java,bestpractices,UnusedAssignment,test shortcut and,1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/UnusedAssignment.xml
UnusedAssignment98.java,bestpractices,UnusedAssignment,test shortcut or,0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/UnusedAssignment.xml
UnusedAssignment99.java,bestpractices,UnusedAssignment,test shortcut or,3,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/UnusedAssignment.xml
UnusedAssignment100.java,bestpractices,UnusedAssignment,test shortcut or 2,1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/UnusedAssignment.xml
UnusedAssignment101.java,bestpractices,UnusedAssignment,test shortcut and,2,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/UnusedAssignment.xml
UnusedAssignment102.java,bestpractices,UnusedAssignment,test shortcut and 2,1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/UnusedAssignment.xml
UnusedAssignment103.java,bestpractices,UnusedAssignment,nested boolean logic 1,1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/UnusedAssignment.xml
UnusedAssignment104.java,bestpractices,UnusedAssignment,nested boolean logic 2,1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/UnusedAssignment.xml
UnusedAssignment105.java,bestpractices,UnusedAssignment,fp with argument,1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/UnusedAssignment.xml
